,model_name,ic_loss,oc_loss,whole_loss,ic_acc,oc_acc,whole_acc
3,layer03-felidae-model-CustomLayer,0.8403211799497897,4.714924825823056,4.665461671310371,0.7337883963112946,0.19263076735847506,0.19951537968599808
5,layer06-felidae-model-CustomLayer,0.9088477941910155,3.850351231818858,3.809193640937793,0.7167235496914834,0.2881954307511261,0.2942165972444729
4,layer10-felidae-model-CustomLayer,0.7581389060199464,3.4848747995579603,3.450249536417112,0.7508532427276767,0.319745972487116,0.324975969240628
6,layer14-felidae-model-CustomLayer,0.7346420275880208,3.647607249621132,3.6113410645362394,0.7849829349501548,0.26885931096112087,0.27533242550464593
2,layer18-felidae-model-CustomLayer,0.7510516891707333,3.0373868894176486,3.0081247098550548,0.7730375424586872,0.3696384368786268,0.37481976930471
0,layer20-felidae-model-CustomLayer,0.7506491243839264,2.8341651445232943,2.8070509400166257,0.7765625,0.42939364461738,0.43391885403329067
1,layer21-felidae-model-CustomLayer,0.7388060783821161,2.050201363755262,2.033183045434631,0.7866894197952219,0.5935068093385214,0.5960028836911246
